videoId,offsetSeconds,videoTime,observedAt,clockTime,visiblePedestrians,detectedNow,cumulativeUniquePedestrians,totalPedestriansSoFar,lightOcclusionCount,moderateOcclusionCount,heavyOcclusionCount,trackKey,trackId,pedestrianId,occlusionClass,occlusionLabel,insideROI
73f4aeb2,0,00:00:00,2026-05-10T10:00:00,10:00:00,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,1,00:00:01,2026-05-10T10:00:01,10:00:01,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,2,00:00:02,2026-05-10T10:00:02,10:00:02,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,3,00:00:03,2026-05-10T10:00:03,10:00:03,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,4,00:00:04,2026-05-10T10:00:04,10:00:04,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,5,00:00:05,2026-05-10T10:00:05,10:00:05,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,6,00:00:06,2026-05-10T10:00:06,10:00:06,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,7,00:00:07,2026-05-10T10:00:07,10:00:07,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,8,00:00:08,2026-05-10T10:00:08,10:00:08,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,9,00:00:09,2026-05-10T10:00:09,10:00:09,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,10,00:00:10,2026-05-10T10:00:10,10:00:10,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,11,00:00:11,2026-05-10T10:00:11,10:00:11,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,12,00:00:12,2026-05-10T10:00:12,10:00:12,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,13,00:00:13,2026-05-10T10:00:13,10:00:13,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,14,00:00:14,2026-05-10T10:00:14,10:00:14,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,15,00:00:15,2026-05-10T10:00:15,10:00:15,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,16,00:00:16,2026-05-10T10:00:16,10:00:16,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,17,00:00:17,2026-05-10T10:00:17,10:00:17,0,0,0,0,0,0,0,,,,,,false
73f4aeb2,18,00:00:18,2026-05-10T10:00:18,10:00:18,0,0,0,0,0,0,0,,,,,,false
